locus_tag	ftype	length_bp	gene	EC_number	COG	product
Zymos_BS_01120	CDS	237				hypothetical protein
Zymos_BS_01121	CDS	906	mmgF	4.1.3.-	COG2513	2-methylisocitrate lyase
Zymos_BS_01122	CDS	1419	mmgE	4.2.1.-	COG2079	Citrate/2-methylcitrate dehydratase
Zymos_BS_01123	CDS	1119	mmgD	2.3.3.-	COG0372	Citrate/2-methylcitrate synthase
Zymos_BS_01124	CDS	1140	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
Zymos_BS_01125	CDS	864	mmgB	1.1.1.157	COG1250	putative 3-hydroxybutyryl-CoA dehydrogenase
Zymos_BS_01126	CDS	1182	mmgA	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
Zymos_BS_01127	CDS	732	glpQ_1	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase
Zymos_BS_01128	CDS	615	lytC_1	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
Zymos_BS_01129	CDS	297				hypothetical protein
Zymos_BS_01130	CDS	1149		1.-.-.-		putative oxidoreductase
Zymos_BS_01131	CDS	135				hypothetical protein
Zymos_BS_01132	CDS	804	spo0A		COG0784	Stage 0 sporulation protein A
Zymos_BS_01133	CDS	1281	spoIVB	3.4.21.116	COG0750	SpoIVB peptidase
Zymos_BS_01134	CDS	1731	recN		COG0497	DNA repair protein RecN
Zymos_BS_01135	CDS	450	argR		COG1438	Arginine repressor
Zymos_BS_01136	CDS	846	tlyA		COG1189	Hemolysin A
Zymos_BS_01137	CDS	1902	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
Zymos_BS_01138	CDS	891		2.5.1.10		Farnesyl diphosphate synthase
Zymos_BS_01139	CDS	255	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
Zymos_BS_01140	CDS	1347	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
Zymos_BS_01141	CDS	852	folD		COG0190	Bifunctional protein FolD protein
Zymos_BS_01142	CDS	396	nusB			Transcription antitermination protein NusB
Zymos_BS_01143	CDS	408				hypothetical protein
Zymos_BS_01144	CDS	1353	accC	6.3.4.14	COG0439	Biotin carboxylase
Zymos_BS_01145	CDS	483	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
Zymos_BS_01146	CDS	657	spoIIIAH			Stage III sporulation protein AH
Zymos_BS_01147	CDS	690				hypothetical protein
Zymos_BS_01148	CDS	621	spoIIIAF			Stage III sporulation protein AF
Zymos_BS_01149	CDS	1200	spoIIIAE			Stage III sporulation protein AE
Zymos_BS_01150	CDS	402				hypothetical protein
Zymos_BS_01151	CDS	207				hypothetical protein
Zymos_BS_01152	CDS	516	spoIIIAB			Stage III sporulation protein AB
Zymos_BS_01153	CDS	924				hypothetical protein
Zymos_BS_01154	CDS	282				hypothetical protein
Zymos_BS_01155	CDS	558	efp			Elongation factor P
Zymos_BS_01156	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
Zymos_BS_01157	CDS	441	yqhS	4.2.1.10	COG0757	3-dehydroquinate dehydratase
Zymos_BS_01158	CDS	534				hypothetical protein
Zymos_BS_01159	CDS	957				hypothetical protein
Zymos_BS_01160	CDS	396				hypothetical protein
Zymos_BS_01161	CDS	876				hypothetical protein
Zymos_BS_01162	CDS	429	mntR		COG1321	HTH-type transcriptional regulator MntR
Zymos_BS_01163	CDS	837	lipM	2.3.1.181	COG0095	Octanoyltransferase LipM
Zymos_BS_01164	CDS	381	glpE	2.8.1.1		Thiosulfate sulfurtransferase GlpE
Zymos_BS_01165	CDS	1467	gcvPB	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 2
Zymos_BS_01166	CDS	1347	gcvPA	1.4.4.2		putative glycine dehydrogenase (decarboxylating) subunit 1
Zymos_BS_01167	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
Zymos_BS_01168	CDS	1674	rapA_3	3.6.4.-		RNA polymerase-associated protein RapA
Zymos_BS_01169	CDS	795				hypothetical protein
Zymos_BS_01170	CDS	174	sinI			Protein SinI
Zymos_BS_01171	CDS	342	sinR		COG1396	HTH-type transcriptional regulator SinR
Zymos_BS_01172	CDS	786	tasA			Major biofilm matrix component
Zymos_BS_01173	CDS	573	sipW	3.4.21.89	COG0681	Signal peptidase I W
Zymos_BS_01174	CDS	762	tapA			TasA anchoring/assembly protein
Zymos_BS_01175	CDS	327	yqzG			putative protein YqzG
Zymos_BS_01176	CDS	180				hypothetical protein
Zymos_BS_01177	CDS	375	comGG			ComG operon protein 7
Zymos_BS_01178	CDS	360				hypothetical protein
Zymos_BS_01179	CDS	348				hypothetical protein
Zymos_BS_01180	CDS	432				hypothetical protein
Zymos_BS_01181	CDS	297	comGC		COG4537	ComG operon protein 3
Zymos_BS_01182	CDS	1038	epsF_1		COG1459	Type II secretion system protein F
Zymos_BS_01183	CDS	1071	comGA		COG2804	ComG operon protein 1
Zymos_BS_01184	CDS	393	hrp1_2		COG0517	Hypoxic response protein 1
Zymos_BS_01185	CDS	954	corA_1		COG0598	Magnesium transport protein CorA
Zymos_BS_01186	CDS	1320				hypothetical protein
Zymos_BS_01187	CDS	840	rsbRD			RsbT co-antagonist protein RsbRD
Zymos_BS_01188	tRNA	71				tRNA-Gln(ttg)
Zymos_BS_01189	CDS	378	mgsR_1		COG1393	Regulatory protein MgsR
Zymos_BS_01190	CDS	246				hypothetical protein
Zymos_BS_01191	CDS	636		3.-.-.-		putative metallo-hydrolase
Zymos_BS_01192	CDS	174				hypothetical protein
Zymos_BS_01193	CDS	315				hypothetical protein
Zymos_BS_01194	CDS	1056				hypothetical protein
Zymos_BS_01195	CDS	1125		3.4.19.11		Gamma-D-glutamyl-L-diamino acid endopeptidase 1
Zymos_BS_01196	CDS	1914	ltaS1_1		COG1368	Lipoteichoic acid synthase 1
Zymos_BS_01197	CDS	966	glcK	2.7.1.2	COG1940	Glucokinase
Zymos_BS_01198	CDS	210	yqgQ		COG4483	putative protein YqgQ
Zymos_BS_01199	CDS	1521	gluP	3.4.21.105	COG0705	Rhomboid protease GluP
Zymos_BS_01200	CDS	174				hypothetical protein
Zymos_BS_01201	CDS	564	yqgN		COG0212	putative protein YqgN
Zymos_BS_01202	CDS	150	rpmGA		COG0267	50S ribosomal protein L33 1
Zymos_BS_01203	CDS	1080	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
Zymos_BS_01204	CDS	480				hypothetical protein
Zymos_BS_01205	CDS	354				hypothetical protein
Zymos_BS_01206	CDS	465	mltG_1	4.2.2.-		Endolytic murein transglycosylase
Zymos_BS_01207	CDS	783	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
Zymos_BS_01208	CDS	810	pstB3_2	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
Zymos_BS_01209	CDS	885	pstA		COG0581	Phosphate transport system permease protein PstA
Zymos_BS_01210	CDS	930				hypothetical protein
Zymos_BS_01211	CDS	903	pstS1		COG0226	Phosphate-binding protein PstS 1
Zymos_BS_01212	CDS	2151	pbpH_2		COG0768	Penicillin-binding protein H
Zymos_BS_01213	CDS	1293				hypothetical protein
Zymos_BS_01214	CDS	609	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
Zymos_BS_01215	CDS	483				hypothetical protein
Zymos_BS_01216	CDS	762				hypothetical protein
Zymos_BS_01217	CDS	300				hypothetical protein
Zymos_BS_01218	CDS	1128	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
Zymos_BS_01219	CDS	384				hypothetical protein
Zymos_BS_01220	CDS	582		3.1.3.-	COG5663	Nucleotidase
Zymos_BS_01221	CDS	438	zur		COG0735	Zinc-specific metallo-regulatory protein
Zymos_BS_01222	CDS	882				hypothetical protein
Zymos_BS_01223	CDS	255				hypothetical protein
Zymos_BS_01224	CDS	894	nfo	3.1.21.2	COG0648	putative endonuclease 4
Zymos_BS_01225	CDS	1317	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
Zymos_BS_01226	CDS	723				hypothetical protein
Zymos_BS_01227	CDS	945	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
Zymos_BS_01228	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
Zymos_BS_01229	CDS	651	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
Zymos_BS_01230	CDS	363	cccA		COG2010	Cytochrome c-550
Zymos_BS_01231	CDS	1116	sigA		COG0568	RNA polymerase sigma factor SigA
Zymos_BS_01232	CDS	1821	dnaG	2.7.7.-	COG0358	DNA primase
Zymos_BS_01233	CDS	495				hypothetical protein
Zymos_BS_01234	CDS	813	yqfL	2.7.11.32	COG1806	Putative pyruvate, phosphate dikinase regulatory protein
Zymos_BS_01235	CDS	642	ccpN		COG0517	Transcriptional repressor CcpN
Zymos_BS_01236	CDS	2040	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
Zymos_BS_01237	CDS	888	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
Zymos_BS_01238	CDS	768	recO		COG1381	DNA repair protein RecO
Zymos_BS_01239	CDS	144				hypothetical protein
Zymos_BS_01240	CDS	906	era		COG1159	GTPase Era
Zymos_BS_01241	CDS	411	cdd	3.5.4.5	COG0295	Cytidine deaminase
Zymos_BS_01242	CDS	372	dgkA	2.7.1.66	COG0818	Undecaprenol kinase
Zymos_BS_01243	CDS	474	ybeY	3.1.-.-	COG0319	Endoribonuclease YbeY
Zymos_BS_01244	CDS	2136	pgpH	3.1.4.59		Cyclic-di-AMP phosphodiesterase PgpH
Zymos_BS_01245	CDS	135				hypothetical protein
Zymos_BS_01246	CDS	960			COG1702	PhoH-like protein
Zymos_BS_01247	CDS	1197				hypothetical protein
Zymos_BS_01248	CDS	282				hypothetical protein
Zymos_BS_01249	CDS	417				hypothetical protein
Zymos_BS_01250	CDS	996				hypothetical protein
Zymos_BS_01251	CDS	1314				hypothetical protein
Zymos_BS_01252	CDS	447	yqeY		COG1610	putative protein YqeY
Zymos_BS_01253	CDS	174	rpsU		COG0828	30S ribosomal protein S21
Zymos_BS_01254	CDS	933				hypothetical protein
Zymos_BS_01255	CDS	1356	mtaB	2.8.4.5	COG0621	Threonylcarbamoyladenosine tRNA methylthiotransferase MtaB
Zymos_BS_01256	CDS	771	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
Zymos_BS_01257	CDS	936	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
Zymos_BS_01258	CDS	1128	dnaJ			Chaperone protein DnaJ
Zymos_BS_01259	CDS	1836	dnaK		COG0443	Chaperone protein DnaK
Zymos_BS_01260	CDS	564	grpE		COG0576	Protein GrpE
Zymos_BS_01261	CDS	1032	hrcA		COG1420	Heat-inducible transcription repressor HrcA
Zymos_BS_01262	CDS	1140	hemW		COG0635	Heme chaperone HemW
Zymos_BS_01263	CDS	1836	lepA	3.6.5.-	COG0481	Elongation factor 4
Zymos_BS_01264	CDS	339				hypothetical protein
Zymos_BS_01265	CDS	1206				hypothetical protein
Zymos_BS_01266	CDS	1107	gpr	3.4.24.78		Germination protease
Zymos_BS_01267	CDS	267	rpsT		COG0268	30S ribosomal protein S20
Zymos_BS_01268	CDS	1044	yqeN		COG1466	putative protein YqeN
Zymos_BS_01269	CDS	2331	comEC		COG0658	ComE operon protein 3
Zymos_BS_01270	CDS	570	tadA_1	3.5.4.33		tRNA-specific adenosine deaminase
Zymos_BS_01271	CDS	618	comEA		COG1555	ComE operon protein 1
Zymos_BS_01272	CDS	822	proC_4	1.5.1.2		Pyrroline-5-carboxylate reductase
Zymos_BS_01273	CDS	744	COQ5_2	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
Zymos_BS_01274	CDS	357	rsfS		COG0799	Ribosomal silencing factor RsfS
Zymos_BS_01275	CDS	561				hypothetical protein
Zymos_BS_01276	CDS	570	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
Zymos_BS_01277	CDS	291			COG1534	RNA-binding protein
Zymos_BS_01278	CDS	843	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
Zymos_BS_01279	CDS	1101	yqeH		COG1161	putative protein YqeH
Zymos_BS_01280	CDS	528				hypothetical protein
Zymos_BS_01281	CDS	93				hypothetical protein
Zymos_BS_01282	CDS	732				hypothetical protein
Zymos_BS_01283	CDS	753	cwlH	3.5.1.28	COG3409	N-acetylmuramoyl-L-alanine amidase CwlH
Zymos_BS_01284	CDS	627	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
Zymos_BS_01285	CDS	894		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
Zymos_BS_01286	CDS	723				hypothetical protein
Zymos_BS_01287	CDS	411	nucB_1	3.-.-.-		Sporulation-specific extracellular nuclease
Zymos_BS_01288	CDS	729	sigK		COG1191	RNA polymerase sigma-K factor
Zymos_BS_01289	CDS	249				hypothetical protein
Zymos_BS_01290	CDS	1389	fumC_1	4.2.1.2		Fumarate hydratase class II
Zymos_BS_01291	CDS	891	gltC_3			HTH-type transcriptional regulator GltC
Zymos_BS_01292	CDS	276				hypothetical protein
Zymos_BS_01293	CDS	450				hypothetical protein
Zymos_BS_01294	CDS	960	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
Zymos_BS_01295	CDS	426	slyA_1			Transcriptional regulator SlyA
Zymos_BS_01296	CDS	117				hypothetical protein
Zymos_BS_01297	CDS	735				hypothetical protein
Zymos_BS_01298	CDS	360				hypothetical protein
Zymos_BS_01299	CDS	741	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
Zymos_BS_01300	CDS	912	rhaS_1			HTH-type transcriptional activator RhaS
Zymos_BS_01301	CDS	249				hypothetical protein
Zymos_BS_01302	CDS	732		1.-.-.-		putative oxidoreductase
Zymos_BS_01303	CDS	459	bltD	2.3.1.57	COG0454	Spermine/spermidine acetyltransferase
Zymos_BS_01304	CDS	855				hypothetical protein
Zymos_BS_01305	CDS	1203	tetA_2			Tetracycline resistance protein, class C
Zymos_BS_01306	CDS	435				hypothetical protein
Zymos_BS_01307	CDS	276				hypothetical protein
Zymos_BS_01308	CDS	213				hypothetical protein
Zymos_BS_01309	CDS	729	lutR_1		COG2186	HTH-type transcriptional regulator LutR
Zymos_BS_01310	CDS	147				hypothetical protein
Zymos_BS_01311	CDS	222	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
Zymos_BS_01312	CDS	1338	ttuB			Putative tartrate transporter
Zymos_BS_01313	CDS	759	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase
Zymos_BS_01314	CDS	951	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
Zymos_BS_01315	CDS	837	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
Zymos_BS_01316	CDS	474				hypothetical protein
Zymos_BS_01317	CDS	429				hypothetical protein
Zymos_BS_01318	CDS	315				hypothetical protein
Zymos_BS_01319	CDS	219				hypothetical protein
Zymos_BS_01320	CDS	333	yjbR		COG2315	putative protein YjbR
Zymos_BS_01321	CDS	1782				hypothetical protein
Zymos_BS_01322	CDS	756				hypothetical protein
Zymos_BS_01323	CDS	357				hypothetical protein
Zymos_BS_01324	CDS	360				hypothetical protein
Zymos_BS_01325	CDS	246				hypothetical protein
Zymos_BS_01326	CDS	369				hypothetical protein
Zymos_BS_01327	CDS	1137		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
Zymos_BS_01328	CDS	198				hypothetical protein
Zymos_BS_01329	CDS	300				hypothetical protein
Zymos_BS_01330	CDS	279	ptsH_2		COG1925	Phosphocarrier protein HPr
Zymos_BS_01331	CDS	981	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
Zymos_BS_01332	CDS	903	rhaS_2			HTH-type transcriptional activator RhaS
Zymos_BS_01333	CDS	408			COG0789	putative HTH-type transcriptional regulator
Zymos_BS_01334	CDS	405	adhR		COG0789	HTH-type transcriptional regulator AdhR
Zymos_BS_01335	CDS	672				hypothetical protein
Zymos_BS_01336	CDS	1050	adhA_2	1.1.1.-	COG1064	putative formaldehyde dehydrogenase AdhA
Zymos_BS_01337	CDS	510	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
Zymos_BS_01338	CDS	2037	sacC	3.2.1.80	COG1621	Levanase
Zymos_BS_01339	CDS	828	manZ		COG3716	PTS system mannose-specific EIID component
Zymos_BS_01340	CDS	804	sorC		COG3715	PTS system sorbose-specific EIIC component
Zymos_BS_01341	CDS	489	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
Zymos_BS_01342	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
Zymos_BS_01343	CDS	2817	dgaR			Transcriptional regulatory protein DagR
Zymos_BS_01344	CDS	627				hypothetical protein
Zymos_BS_01345	CDS	528				hypothetical protein
Zymos_BS_01346	CDS	1389	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
Zymos_BS_01347	CDS	633	leuE		COG1280	Leucine efflux protein
Zymos_BS_01348	CDS	828				hypothetical protein
Zymos_BS_01349	CDS	501	sigV		COG1595	RNA polymerase sigma factor SigV
Zymos_BS_01350	CDS	858	rsiV			Anti-sigma-V factor RsiV
Zymos_BS_01351	CDS	1920	oatA	2.3.1.-		O-acetyltransferase OatA
Zymos_BS_01352	CDS	300				hypothetical protein
Zymos_BS_01353	CDS	3165	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
Zymos_BS_01354	CDS	585	bm3R1_1			HTH-type transcriptional repressor Bm3R1
Zymos_BS_01355	CDS	540	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
Zymos_BS_01356	CDS	150				hypothetical protein
Zymos_BS_01357	CDS	801	focB		COG2116	putative formate transporter 2
Zymos_BS_01358	CDS	369				hypothetical protein
Zymos_BS_01359	CDS	2949		1.17.1.9		Putative formate dehydrogenase
Zymos_BS_01360	CDS	483				hypothetical protein
Zymos_BS_01361	CDS	1140	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
Zymos_BS_01362	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
Zymos_BS_01363	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
Zymos_BS_01364	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
Zymos_BS_01365	CDS	204				hypothetical protein
Zymos_BS_01366	CDS	699				hypothetical protein
Zymos_BS_01367	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
Zymos_BS_01368	CDS	474	greA		COG0782	Transcription elongation factor GreA
Zymos_BS_01369	CDS	636	udk	2.7.1.48		Uridine kinase
Zymos_BS_01370	CDS	1269				hypothetical protein
Zymos_BS_01371	CDS	930	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
Zymos_BS_01372	CDS	654	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
Zymos_BS_01373	CDS	1083	mltG_2	4.2.2.-		Endolytic murein transglycosylase
Zymos_BS_01374	CDS	282				hypothetical protein
Zymos_BS_01375	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
Zymos_BS_01376	CDS	267				hypothetical protein
Zymos_BS_01377	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
Zymos_BS_01378	CDS	1062			COG0628	Putative transport protein
Zymos_BS_01379	CDS	132				hypothetical protein
Zymos_BS_01380	CDS	192				hypothetical protein
Zymos_BS_01381	CDS	465				hypothetical protein
Zymos_BS_01382	CDS	2397	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
Zymos_BS_01383	CDS	651	yrrB			TPR repeat-containing protein YrrB
Zymos_BS_01384	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
Zymos_BS_01385	CDS	1143	iscS_1	2.8.1.7		Cysteine desulfurase IscS
Zymos_BS_01386	CDS	420	cymR			HTH-type transcriptional regulator CymR
Zymos_BS_01387	CDS	1269			COG2256	putative AAA domain-containing protein
Zymos_BS_01388	CDS	297				IS3 family transposase ISBsu1
Zymos_BS_01389	CDS	201				hypothetical protein
Zymos_BS_01390	CDS	333				hypothetical protein
Zymos_BS_01391	CDS	765				hypothetical protein
Zymos_BS_01392	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
Zymos_BS_01393	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
Zymos_BS_01394	CDS	171				hypothetical protein
Zymos_BS_01395	CDS	1554				hypothetical protein
Zymos_BS_01396	CDS	441	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
Zymos_BS_01397	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
Zymos_BS_01398	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
Zymos_BS_01399	CDS	2361				hypothetical protein
Zymos_BS_01400	CDS	333	lapA			Lipopolysaccharide assembly protein A
Zymos_BS_01401	CDS	498	khtT_1		COG0490	K(+)/H(+) antiporter subunit KhtT
Zymos_BS_01402	CDS	2214	secDF		COG0341	Protein translocase subunit SecDF
Zymos_BS_01403	CDS	297	comN			Post-transcriptional regulator ComN
Zymos_BS_01404	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
Zymos_BS_01405	CDS	657				hypothetical protein
Zymos_BS_01406	CDS	390				hypothetical protein
Zymos_BS_01407	CDS	267				hypothetical protein
Zymos_BS_01408	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
Zymos_BS_01409	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
Zymos_BS_01410	CDS	201				hypothetical protein
Zymos_BS_01411	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
Zymos_BS_01412	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
Zymos_BS_01413	CDS	513	bofC			Protein BofC
Zymos_BS_01414	CDS	1308	csbX		COG0477	Alpha-ketoglutarate permease
Zymos_BS_01415	CDS	1095	iolG_1	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
Zymos_BS_01416	CDS	648				hypothetical protein
Zymos_BS_01417	CDS	123				hypothetical protein
Zymos_BS_01418	CDS	1455	acp			Sodium/proton-dependent alanine carrier protein
Zymos_BS_01419	CDS	723			COG0217	putative transcriptional regulatory protein
Zymos_BS_01420	CDS	600	coxA			Sporulation cortex protein CoxA
Zymos_BS_01421	CDS	1161	safA			SpoIVD-associated factor A
Zymos_BS_01422	CDS	1107	nadA	2.5.1.72	COG0379	Quinolinate synthase A
Zymos_BS_01423	CDS	870	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
Zymos_BS_01424	CDS	1596	nadB	1.4.3.16	COG0029	L-aspartate oxidase
Zymos_BS_01425	CDS	1188	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
Zymos_BS_01426	CDS	543	nadR		COG1827	Transcription repressor NadR
Zymos_BS_01427	CDS	879	pheA			Bifunctional chorismate mutase/prephenate dehydratase
Zymos_BS_01428	CDS	444				hypothetical protein
Zymos_BS_01429	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
Zymos_BS_01430	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
Zymos_BS_01431	CDS	285	rpmA		COG0211	50S ribosomal protein L27
Zymos_BS_01432	CDS	342				hypothetical protein
Zymos_BS_01433	CDS	309	rplU		COG0261	50S ribosomal protein L21
Zymos_BS_01434	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
Zymos_BS_01435	CDS	792	spoIVFA		COG0739	Stage IV sporulation protein FA
Zymos_BS_01436	CDS	807	minD		COG2894	Septum site-determining protein MinD
Zymos_BS_01437	CDS	681	minC		COG0850	Septum site-determining protein MinC
Zymos_BS_01438	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
Zymos_BS_01439	CDS	873	mreC		COG1792	Cell shape-determining protein MreC
Zymos_BS_01440	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
Zymos_BS_01441	CDS	696				hypothetical protein
Zymos_BS_01442	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
Zymos_BS_01443	CDS	999	spoIIB			Stage II sporulation protein B
Zymos_BS_01444	CDS	747	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
Zymos_BS_01445	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
Zymos_BS_01446	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
Zymos_BS_01447	CDS	192				hypothetical protein
Zymos_BS_01448	CDS	1035				hypothetical protein
Zymos_BS_01449	CDS	2211				hypothetical protein
Zymos_BS_01450	CDS	1293	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
Zymos_BS_01451	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
Zymos_BS_01452	CDS	789				hypothetical protein
Zymos_BS_01453	CDS	942	hemC	2.5.1.61		Porphobilinogen deaminase
Zymos_BS_01454	CDS	831	ccsA_2			Cytochrome c biogenesis protein CcsA
Zymos_BS_01455	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
Zymos_BS_01456	CDS	498				hypothetical protein
Zymos_BS_01457	CDS	588	engB		COG0218	putative GTP-binding protein EngB
Zymos_BS_01458	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
Zymos_BS_01459	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
Zymos_BS_01460	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
Zymos_BS_01461	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
Zymos_BS_01462	CDS	1005				hypothetical protein
Zymos_BS_01463	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
Zymos_BS_01464	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
Zymos_BS_01465	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
Zymos_BS_01466	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
Zymos_BS_01467	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
Zymos_BS_01468	CDS	519	ilvH	2.2.1.6	COG0440	Acetolactate synthase small subunit
Zymos_BS_01469	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
Zymos_BS_01470	CDS	324				hypothetical protein
Zymos_BS_01471	CDS	519	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
Zymos_BS_01472	CDS	1311	nanM	5.1.3.24		N-acetylneuraminate epimerase
Zymos_BS_01473	CDS	825	ysnF			Stress response protein YsnF
Zymos_BS_01474	tRNA	76				tRNA-Arg(tct)
Zymos_BS_01475	CDS	510		3.1.4.-		Putative metallophosphoesterase MG207 
Zymos_BS_01476	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
Zymos_BS_01477	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
Zymos_BS_01478	CDS	1101	gerM		COG5401	Spore germination protein GerM
Zymos_BS_01479	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
