,L90,LSA,NA50,NG50,Ns,assembler,basepairs,breadth_of_coverage,contigs,identity,lowest_identity,misassembled contigs,misassembly events,multiplicity,parsimony,reference,run,sample,validity,distribution,type,algorythm
539,40.0,0.06852729475746909,204691.0,204691.0,0.0,GATBMiniaPipeline,6705175.0,0.9871686151880136,102.0,0.9985006085859819,0.9207082371054658,0.0,0.0,1.0004208689556946,1.0004217637869257,Pseudomonas_aeruginosa,run1,ERR2984773,0.9999991055460172,Even,Metagenomic,Multiple k-mer De Bruijn graph
540,90.0,0.04465757700229524,88071.0,85510.0,0.0,IDBA-UD,6708782.0,0.9876996553465452,185.0,0.9984466424598432,0.9236159775753329,0.0,0.0,1.0015750996231507,1.001718940934435,Pseudomonas_aeruginosa,run1,ERR2984773,0.9998564055191469,Even,Metagenomic,Multiple k-mer De Bruijn graph
541,24.0,0.06901181185248656,286027.0,294763.0,0.0,MEGAHIT,6737845.0,0.9919784521658989,78.0,0.9949629245295742,0.8762962962962964,1.0,2.0,1.000287777471877,1.000529842998763,Pseudomonas_aeruginosa,run1,ERR2984773,0.9997580626619189,Even,Metagenomic,Multiple k-mer De Bruijn graph
542,44.0,0.05485466695522744,151807.0,151807.0,0.0,metaSPAdes,6721688.0,0.9895997397064041,100.0,0.9993179551595481,0.9877845641310383,0.0,0.0,1.0259729401305149,1.0260050749157057,Pseudomonas_aeruginosa,run1,ERR2984773,0.9999686797015176,Even,Metagenomic,Multiple k-mer De Bruijn graph
543,58.0,0.049408082351711416,111919.0,106185.0,0.0,SKESA,6669711.0,0.9819474318827266,117.0,0.9991343833283526,0.9030154849225754,0.0,0.0,1.0000007496576688,1.0000035983568103,Pseudomonas_aeruginosa,run1,ERR2984773,0.9999971513111091,Even,Genomic,Multiple k-mer De Bruijn graph
544,37.0,0.10973642328921003,173647.0,173647.0,0.0,SPAdes,6718282.0,0.9890982917496647,79.0,0.9991734343534022,0.9736077481840194,0.0,0.0,1.0002912947089746,1.0002918900992843,Pseudomonas_aeruginosa,run1,ERR2984773,0.9999994047834282,Even,Genomic,Multiple k-mer De Bruijn graph
545,25.0,0.12480444854711123,264930.0,264930.0,0.0,Unicycler,6714004.0,0.9884684636936073,65.0,0.9994750251450405,0.9914658634538153,0.0,0.0,0.9999557641014214,0.9999606792012635,Pseudomonas_aeruginosa,run1,ERR2984773,0.9999950847068847,Even,Genomic,Multiple k-mer De Bruijn graph
546,85.0,0.05947523250190241,59024.0,59024.0,0.0,GATBMiniaPipeline,4643732.0,0.9756260102955073,166.0,0.9974740157506424,0.6460342146189736,0.0,0.0,1.0014460352147798,1.002987037150292,Salmonella_enterica,run1,ERR2984773,0.9984635873860439,Even,Metagenomic,Multiple k-mer De Bruijn graph
547,175.0,0.022045504108832697,29331.0,28547.0,0.0,IDBA-UD,4618744.0,0.9703761503239878,305.0,0.9955042520583469,0.6373902706656913,1.0,1.0,1.0025890155418875,1.0055004130993188,Salmonella_enterica,run1,ERR2984773,0.9971045287306673,Even,Metagenomic,Multiple k-mer De Bruijn graph
548,43.0,0.1114097264854049,89627.0,94251.0,0.0,MEGAHIT,4668709.0,0.9808735592193365,105.0,0.9985807429973634,0.9584285061671997,3.0,6.0,1.0172535919458676,1.0175918010739158,Salmonella_enterica,run1,ERR2984773,0.9996676377230131,Even,Metagenomic,Multiple k-mer De Bruijn graph
549,77.0,0.05149329396988831,70327.0,70327.0,0.0,metaSPAdes,4654552.0,0.9778992408418432,145.0,0.9988235301245877,0.9586919104991394,0.0,0.0,1.004023802935277,1.004204701118389,Salmonella_enterica,run1,ERR2984773,0.9998198592548806,Even,Metagenomic,Multiple k-mer De Bruijn graph
550,109.0,0.0363592931219439,46989.0,46525.0,0.0,SKESA,4612070.0,0.9689739746616731,193.0,0.9999381560896303,0.992955135335558,0.0,0.0,1.0000010841119065,1.000051603726743,Salmonella_enterica,run1,ERR2984773,0.9999494829920291,Even,Genomic,Multiple k-mer De Bruijn graph
551,50.0,0.08225228825235632,106595.0,106595.0,0.0,SPAdes,4651603.0,0.9772796699655822,110.0,0.9952914636705927,0.5023564288700544,1.0,1.0,1.000675681050167,1.0063954297045556,Salmonella_enterica,run1,ERR2984773,0.9943165991363179,Even,Genomic,Multiple k-mer De Bruijn graph
552,32.0,0.08743996003148068,157800.0,157800.0,0.0,Unicycler,4648129.0,0.9765497990859177,70.0,0.9998866646577428,0.9952070188740556,0.0,0.0,0.9999634261441539,1.0000141992616813,Salmonella_enterica,run1,ERR2984773,0.999949227603403,Even,Genomic,Multiple k-mer De Bruijn graph
553,33.0,0.10641096374108976,90967.0,90967.0,0.0,GATBMiniaPipeline,2676412.0,0.9844165397715152,53.0,0.9999846574560899,0.999482936918304,0.0,0.0,1.000739796414005,1.000739796414005,Staphylococcus_aureus,run1,ERR2984773,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
554,112.0,0.02705809223254548,26537.0,26420.0,0.0,IDBA-UD,2664638.0,0.9800859208909879,174.0,0.9993763435776938,0.9585853885528153,0.0,0.0,1.003778749683822,1.0039652665765482,Staphylococcus_aureus,run1,ERR2984773,0.9998142197753891,Even,Metagenomic,Multiple k-mer De Bruijn graph
555,15.0,0.152904611627274,112741.0,151247.0,0.0,MEGAHIT,2680839.0,0.9860448436431046,43.0,0.9884586332490771,0.5799056048614697,3.0,6.0,1.0005449786428802,1.013883340252809,Staphylococcus_aureus,run1,ERR2984773,0.9868442836760658,Even,Metagenomic,Multiple k-mer De Bruijn graph
556,30.0,0.0831045542485968,76042.0,76042.0,0.0,metaSPAdes,2673904.0,0.9834940671919022,49.0,0.9994949234320045,0.9840564558285415,0.0,0.0,1.0002905863486498,1.0003279848491196,Staphylococcus_aureus,run1,ERR2984773,0.99996261376165,Even,Metagenomic,Multiple k-mer De Bruijn graph
557,42.0,0.06682887177336894,53152.0,53048.0,0.0,SKESA,2655523.0,0.9767333142071076,69.0,1.0,1.0,0.0,0.0,0.9999755227124751,0.9999755227124751,Staphylococcus_aureus,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
558,30.0,0.11371203260285863,73613.0,73613.0,0.0,SPAdes,2672951.0,0.9831435423241307,48.0,0.9999894495492737,0.9997692573933777,1.0,3.0,1.0004298619765195,1.0004298619765195,Staphylococcus_aureus,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
559,8.0,0.3093181500525971,370057.0,370057.0,0.0,Unicycler,2672308.0,0.9829070391866941,24.0,0.999999530037147,0.9999891908543819,1.0,2.0,0.9998458261547696,0.9998458261547696,Staphylococcus_aureus,run1,ERR2984773,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
560,14.0,0.09783282254119645,269695.0,263366.0,0.0,GATBMiniaPipeline,3979577.0,0.9836615725872332,28.0,1.0,1.0,0.0,0.0,1.0,1.0,Bacillus_subtilis,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
561,19.0,0.0847363741593805,252653.0,212969.0,0.0,IDBA-UD,3976292.0,0.98284959476498,38.0,0.9981533280491511,0.9300986842105263,0.0,0.0,1.0000246460773001,1.000038729550043,Bacillus_subtilis,run1,ENN,0.9999859170726825,Even,Metagenomic,Multiple k-mer De Bruijn graph
562,14.0,0.09791043625084257,264135.0,264135.0,0.0,MEGAHIT,3989134.0,0.9860238471830549,27.0,0.9981596678712408,0.9538606403013182,0.0,0.0,0.9999844577795581,1.0000080217911957,Bacillus_subtilis,run1,ENN,0.9999764361773864,Even,Metagenomic,Multiple k-mer De Bruijn graph
563,9.0,0.2552934898164139,343843.0,343843.0,0.0,metaSPAdes,3987932.0,0.9857267399251102,18.0,0.9996381347921433,0.9943875866622648,0.0,0.0,0.9992973801960515,0.9992973801960515,Bacillus_subtilis,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
564,17.0,0.0977828927025069,256909.0,256909.0,0.0,SKESA,3967464.0,0.9806675125077954,30.0,1.0,1.0,0.0,0.0,1.0,1.0,Bacillus_subtilis,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
565,11.0,0.19004779669756136,315046.0,315046.0,0.0,SPAdes,3982668.0,0.984425597990151,22.0,0.9994617464656081,0.9896401308615049,0.0,0.0,0.9993373788626116,0.9993373788626116,Bacillus_subtilis,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
566,12.0,0.18989998460084678,294271.0,294271.0,0.0,Unicycler,3973744.0,0.9822197867007179,22.0,1.0,1.0,0.0,0.0,0.9999997483481573,0.9999997483481573,Bacillus_subtilis,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
567,24.0,0.13575633866968068,127741.0,127741.0,0.0,GATBMiniaPipeline,2779753.0,0.976931473765302,45.0,1.0,1.0,0.0,0.0,1.0005629996622003,1.0005629996622003,Enterococcus_faecalis,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
568,22.0,0.13575598722425591,112536.0,118897.0,0.0,IDBA-UD,2777299.0,0.9760690266929829,55.0,0.9944027424116684,0.7950740111623392,3.0,6.0,0.9994206601449825,1.0001148597972347,Enterococcus_faecalis,run1,ENN,0.9993058800742218,Even,Metagenomic,Multiple k-mer De Bruijn graph
569,13.0,0.189475123287055,235316.0,235316.0,0.0,MEGAHIT,2785889.0,0.9790879428915242,31.0,0.9996481336249499,0.9932287102684617,1.0,2.0,1.0000710724655577,1.000293263658387,Enterococcus_faecalis,run1,ENN,0.9997778739486691,Even,Metagenomic,Multiple k-mer De Bruijn graph
570,9.0,0.23480666284294044,238611.0,238611.0,0.0,metaSPAdes,2818677.0,0.9906111354779938,21.0,0.9997454560456104,0.9956634865568084,0.0,0.0,1.0001553920509516,1.0001553920509516,Enterococcus_faecalis,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
571,30.0,0.13570678486479193,88301.0,87934.0,0.0,SKESA,2798023.0,0.9833523816753544,52.0,0.9957455586108757,0.7787690477655407,1.0,1.0,1.0,1.0038552220621488,Enterococcus_faecalis,run1,ENN,0.9961595835959001,Even,Genomic,Multiple k-mer De Bruijn graph
572,10.0,0.1894529822252962,239100.0,239100.0,0.0,SPAdes,2812518.0,0.9884465831070025,21.0,0.9998885136387875,0.9982718894009217,0.0,0.0,1.0001173325824049,1.0001173325824049,Enterococcus_faecalis,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
573,9.0,0.2347711668550414,238501.0,238501.0,0.0,Unicycler,2812762.0,0.9885323357906397,20.0,0.9999945623489943,0.9999146061445623,0.0,0.0,0.9998435701278672,0.9998435701278672,Enterococcus_faecalis,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
574,112.0,0.027645121094951687,55370.0,54964.0,0.0,GATBMiniaPipeline,4615508.0,0.9685388571114404,199.0,0.999937556712063,0.9893858984078847,0.0,0.0,1.001270066046901,1.001270066046901,Escherichia_coli,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
575,250.0,0.01877667385593841,18743.0,18745.0,0.0,IDBA-UD,4497816.0,0.9438418410579184,449.0,0.9924037812510231,0.32740387982351704,8.0,15.0,1.0086891060016683,1.0218946261919117,Escherichia_coli,run1,ENN,0.9870774149782412,Even,Metagenomic,Multiple k-mer De Bruijn graph
576,54.0,0.07228365768993968,74550.0,75417.0,0.0,MEGAHIT,4662441.0,0.9783874878972199,137.0,0.9996399133144503,0.988921372518849,3.0,5.0,1.0004304612111983,1.0004812929536266,Escherichia_coli,run1,ENN,0.9999491927107618,Even,Metagenomic,Multiple k-mer De Bruijn graph
577,33.0,0.10446099977462703,138793.0,138793.0,0.0,metaSPAdes,4657179.0,0.9772832862652174,82.0,0.9994311925593872,0.9874723655121592,2.0,6.0,1.0001569619720436,1.0001569619720436,Escherichia_coli,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
578,152.0,0.027376310321368422,34752.0,34302.0,0.0,SKESA,4560589.0,0.9570144083414018,270.0,0.9947097253255685,0.47489663319551095,3.0,4.0,1.0026428603849196,1.00969216914745,Escherichia_coli,run1,ENN,0.9930183584879314,Even,Genomic,Multiple k-mer De Bruijn graph
579,49.0,0.06828045462386008,85988.0,89006.0,0.0,SPAdes,4615956.0,0.968632867436628,120.0,0.9977602844840228,0.8082713524930903,1.0,3.0,1.0052730138675499,1.0080037591346191,Escherichia_coli,run1,ENN,0.9972909374173231,Even,Genomic,Multiple k-mer De Bruijn graph
580,57.0,0.0727249606226841,96845.0,94991.0,0.0,Unicycler,4594376.0,0.964104423647458,111.0,0.9999075000488244,0.9898770788141721,0.0,0.0,0.9999751870547817,0.9999751870547817,Escherichia_coli,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
581,54.0,0.06396624632019705,40366.0,40071.0,0.0,GATBMiniaPipeline,1792171.0,0.9406077572791738,89.0,1.0,1.0,0.0,0.0,1.0009870709882036,1.0009870709882036,Lactobacillus_fermentum,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
582,58.0,0.06396519663491894,40364.0,37467.0,0.0,IDBA-UD,1788123.0,0.9384831942762761,89.0,0.9999666918328374,0.9970355731225297,0.0,0.0,1.000670535528037,1.000670535528037,Lactobacillus_fermentum,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
583,40.0,0.06400928341659962,45302.0,45302.0,0.0,MEGAHIT,1808384.0,0.9491170309861846,82.0,0.9978367632433208,0.9291389031266017,2.0,4.0,0.9997450762669875,1.0006292911240091,Lactobacillus_fermentum,run1,ENN,0.9991163412216044,Even,Metagenomic,Multiple k-mer De Bruijn graph
584,48.0,0.06391901048268203,46069.0,40650.0,0.0,metaSPAdes,1795731.0,0.9424761970742123,80.0,0.9998329237719664,0.9909245604083948,0.0,0.0,1.0004493991583372,1.0004493991583372,Lactobacillus_fermentum,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
585,64.0,0.06386022810710779,37086.0,33086.0,0.0,SKESA,1774634.0,0.9314035919180532,94.0,1.0,1.0,0.0,0.0,1.0,1.0,Lactobacillus_fermentum,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
586,47.0,0.06392006016796015,46123.0,45008.0,0.0,SPAdes,1792717.0,0.9408943213600982,78.0,0.999915296544554,0.9964881474978051,0.0,0.0,1.000465215647534,1.000467446897642,Lactobacillus_fermentum,run1,ENN,0.9999977697923955,Even,Genomic,Multiple k-mer De Bruijn graph
587,51.0,0.06386285232030306,44315.0,40168.0,0.0,Unicycler,1774805.0,0.9314933400093317,80.0,1.0,1.0,0.0,0.0,1.0,1.0,Lactobacillus_fermentum,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
588,11.0,0.2112776547600508,351140.0,351140.0,0.0,GATBMiniaPipeline,2951180.0,0.9862442194107491,20.0,0.9999786780383795,0.9995735607675906,0.0,0.0,1.0000779349277238,1.0000779349277238,Listeria_monocytogenes,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
589,13.0,0.19577207418136028,254629.0,254629.0,0.0,IDBA-UD,2952356.0,0.9866372226169335,26.0,0.999890598404017,0.9972260748959778,0.0,0.0,0.9999132895897378,0.9999132895897378,Listeria_monocytogenes,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
590,8.0,0.21129737175764,447841.0,447841.0,0.0,MEGAHIT,2961173.0,0.9895837441041164,20.0,0.9994461409423087,0.9906498363721365,0.0,0.0,0.999664659916864,0.9996774926692902,Listeria_monocytogenes,run1,ENN,0.999987163107582,Even,Metagenomic,Multiple k-mer De Bruijn graph
591,9.0,0.21125058566166569,351096.0,351096.0,0.0,metaSPAdes,2923230.0,0.9769037095358752,16.0,0.9995804744338066,0.9972363945578231,0.0,0.0,1.0000379716956929,1.0000379716956929,Listeria_monocytogenes,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
592,12.0,0.21066575946198662,351009.0,351009.0,0.0,SKESA,2910021.0,0.9724894413806978,24.0,1.0,1.0,0.0,0.0,1.0,1.0,Listeria_monocytogenes,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
593,10.0,0.18146488603241206,300425.0,300425.0,0.0,SPAdes,2916832.0,0.9747655849498487,16.0,0.99957976274365,0.9975409836065574,0.0,0.0,0.9997531568496232,0.9997531568496232,Listeria_monocytogenes,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
594,8.0,0.2434160266440133,350995.0,350995.0,0.0,Unicycler,2914588.0,0.9740156706686602,16.0,0.9981162089752177,0.9698593436034829,0.0,0.0,0.9999907362550041,1.0000051465249977,Listeria_monocytogenes,run1,ENN,0.9999855898041689,Even,Genomic,Multiple k-mer De Bruijn graph
595,78.0,0.04160001060019169,88774.0,88774.0,0.0,GATBMiniaPipeline,6704136.0,0.9870156485329776,166.0,0.9994820229249568,0.9573396311413866,3.0,6.0,1.0008417192014005,1.0013081476867414,Pseudomonas_aeruginosa,run1,ENN,0.99953418087487,Even,Metagenomic,Multiple k-mer De Bruijn graph
596,71.0,0.05008914466758829,87280.0,87280.0,0.0,IDBA-UD,6694930.0,0.9856602962459127,161.0,0.9986137004051675,0.8616475558237779,2.0,4.0,1.0006924642976103,1.0008289855159054,Pseudomonas_aeruginosa,run1,ENN,0.9998635918620755,Even,Metagenomic,Multiple k-mer De Bruijn graph
597,29.0,0.06899944496218528,244431.0,244431.0,0.0,MEGAHIT,6730265.0,0.9908624875410942,82.0,0.9998275480927217,0.9890282131661442,0.0,0.0,1.000408750621261,1.0004094935340584,Pseudomonas_aeruginosa,run1,ENN,0.9999992573912958,Even,Metagenomic,Multiple k-mer De Bruijn graph
598,24.0,0.1321409589934529,257869.0,257869.0,0.0,metaSPAdes,6726248.0,0.9902710851799015,56.0,0.9995083127895226,0.9818662636947487,0.0,0.0,1.000116558295204,1.000116558295204,Pseudomonas_aeruginosa,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
599,670.0,0.006355403815774557,10114.0,9897.0,0.0,SKESA,6545484.0,0.9636581261511146,933.0,0.9988216307737822,0.25073449822174115,7.0,15.0,0.9999485141205754,1.0031073332392226,Pseudomonas_aeruginosa,run1,ENN,0.9968509659794362,Even,Genomic,Multiple k-mer De Bruijn graph
600,26.0,0.12516146889211802,227620.0,227620.0,0.0,SPAdes,6716697.0,0.9888649403076706,67.0,0.9995292857912178,0.9902985074626866,2.0,3.0,0.9999730522308807,0.99997364776169,Pseudomonas_aeruginosa,run1,ENN,0.9999994044534968,Even,Genomic,Multiple k-mer De Bruijn graph
601,25.0,0.12477809529277877,256472.0,239075.0,0.0,Unicycler,6704188.0,0.9870233042269737,77.0,0.9999908050966244,0.9994447529150472,0.0,0.0,1.0,1.0,Pseudomonas_aeruginosa,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
602,96.0,0.05798124521770699,52959.0,51487.0,0.0,GATBMiniaPipeline,4643660.0,0.9756108834378977,178.0,0.9999491961931376,0.9917218543046358,0.0,0.0,1.0015554541030136,1.001556530839898,Salmonella_enterica,run1,ENN,0.9999989249364852,Even,Metagenomic,Multiple k-mer De Bruijn graph
603,172.0,0.037401785725540815,26498.0,27717.0,0.0,IDBA-UD,4550745.0,0.9560898837879164,396.0,0.9948262434826586,0.6558096445462968,7.0,12.0,1.0081250432621471,1.0157123723697987,Salmonella_enterica,run1,ENN,0.9925300416593831,Even,Metagenomic,Multiple k-mer De Bruijn graph
604,47.0,0.07920023463436915,117581.0,117581.0,0.0,MEGAHIT,4669364.0,0.9810111716045352,103.0,0.99915801367803,0.9295824486907289,0.0,0.0,1.0012429958341222,1.001308315222373,Salmonella_enterica,run1,ENN,0.9999347659584389,Even,Metagenomic,Multiple k-mer De Bruijn graph
605,25.0,0.11137253962711456,198784.0,198784.0,0.0,metaSPAdes,4674406.0,0.9820704718276984,56.0,0.9980986922913357,0.9348694316436252,0.0,0.0,1.0001257913839747,1.0001653686051233,Salmonella_enterica,run1,ENN,0.9999604293225992,Even,Metagenomic,Multiple k-mer De Bruijn graph
606,144.0,0.031121828769854525,37980.0,37661.0,0.0,SKESA,4566475.0,0.9593946819851311,245.0,0.9963459137322415,0.2217846961586579,2.0,2.0,1.001434366770868,1.0098220180774011,Salmonella_enterica,run1,ENN,0.9916939310528184,Even,Genomic,Multiple k-mer De Bruijn graph
607,46.0,0.11135342095985794,103636.0,103102.0,0.0,SPAdes,4614007.0,0.9693809291504211,91.0,0.9992928194902245,0.9871677360219981,0.0,0.0,1.000159297547663,1.0001610313985219,Salmonella_enterica,run1,ENN,0.9999982664283006,Even,Genomic,Multiple k-mer De Bruijn graph
608,35.0,0.07713247723723073,157802.0,155040.0,0.0,Unicycler,4637757.0,0.9743706912091528,89.0,0.9997130515460523,0.9911444141689373,0.0,0.0,1.000000215621474,1.000000215621474,Salmonella_enterica,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
609,39.0,0.06690316980410331,63844.0,53404.0,0.0,GATBMiniaPipeline,2670675.0,0.9823064021362523,65.0,1.0,1.0,0.0,0.0,1.0006698681045054,1.0006698681045054,Staphylococcus_aureus,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
610,43.0,0.06690243418003664,53248.0,53248.0,0.0,IDBA-UD,2665812.0,0.9805177322181272,74.0,0.9999782105735441,0.9985418217920079,0.0,0.0,1.0000056268033906,1.0000056268033906,Staphylococcus_aureus,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
611,14.0,0.13352054965830262,181811.0,213210.0,0.0,MEGAHIT,2681291.0,0.9862110946821736,40.0,0.9995092996729467,0.9926850712150519,3.0,7.0,0.9998511910866817,1.0003770571713402,Staphylococcus_aureus,run1,ENN,0.9994743321221846,Even,Metagenomic,Multiple k-mer De Bruijn graph
612,8.0,0.3813993776620396,360908.0,360908.0,0.0,metaSPAdes,2681445.0,0.9862677377353077,19.0,0.9997323481242683,0.9964028776978417,0.0,0.0,1.0000264782607884,1.0000264782607884,Staphylococcus_aureus,run1,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
613,43.0,0.06460691927997117,53048.0,53048.0,0.0,SKESA,2652026.0,0.9754470755265229,73.0,0.9999997114012106,0.9999789322883749,0.0,0.0,1.0000180993700665,1.0000180993700665,Staphylococcus_aureus,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
614,14.0,0.2113058062807583,214432.0,214432.0,0.0,SPAdes,2670466.0,0.9822295294212845,24.0,0.9969268597535255,0.9349904397705545,0.0,0.0,0.999986893673239,1.0000138552597186,Staphylococcus_aureus,run1,ENN,0.999973038787075,Even,Genomic,Multiple k-mer De Bruijn graph
615,14.0,0.30929902382686353,223263.0,164016.0,0.0,Unicycler,2670223.0,0.9821401510971833,25.0,0.9999913158361374,0.999787657085497,0.0,0.0,0.9999662949498974,0.9999662949498974,Staphylococcus_aureus,run1,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
672,14.0,0.09783282254119645,269695.0,263366.0,0.0,GATBMiniaPipeline,3979577.0,0.9836615725872332,28.0,1.0,1.0,0.0,0.0,1.0,1.0,Bacillus_subtilis,run3,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
673,19.0,0.0847363741593805,252653.0,212969.0,0.0,IDBA-UD,3976292.0,0.98284959476498,38.0,0.9981533280491511,0.9300986842105263,0.0,0.0,1.0000246460773001,1.000038729550043,Bacillus_subtilis,run3,ENN,0.9999859170726825,Even,Metagenomic,Multiple k-mer De Bruijn graph
674,14.0,0.09791043625084257,264135.0,264135.0,0.0,MEGAHIT,3989223.0,0.9860458459733686,27.0,0.9981596678712408,0.9538606403013182,0.0,0.0,0.9999621480172955,0.9999857115032176,Bacillus_subtilis,run3,ENN,0.9999764361773864,Even,Metagenomic,Multiple k-mer De Bruijn graph
675,9.0,0.2552934898164139,343843.0,343843.0,0.0,metaSPAdes,3987932.0,0.9857267399251102,18.0,0.9996381347921433,0.9943875866622648,0.0,0.0,0.9992973801960515,0.9992973801960515,Bacillus_subtilis,run3,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
676,17.0,0.0977828927025069,256909.0,256909.0,0.0,SKESA,3967464.0,0.9806675125077954,30.0,1.0,1.0,0.0,0.0,1.0,1.0,Bacillus_subtilis,run3,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
677,11.0,0.19004779669756136,315046.0,315046.0,0.0,SPAdes,3982668.0,0.984425597990151,22.0,0.9994617464656081,0.9896401308615049,0.0,0.0,0.9993373788626116,0.9993373788626116,Bacillus_subtilis,run3,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
678,12.0,0.18989998460084678,294271.0,294271.0,0.0,Unicycler,3973744.0,0.9822197867007179,22.0,1.0,1.0,0.0,0.0,0.9999997483481573,0.9999997483481573,Bacillus_subtilis,run3,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
679,24.0,0.13575633866968068,127741.0,127741.0,0.0,GATBMiniaPipeline,2815322.0,0.9894320360779815,46.0,1.0,1.0,0.0,0.0,1.0006269265114256,1.0006269265114256,Enterococcus_faecalis,run3,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
680,22.0,0.13575598722425591,112536.0,118897.0,0.0,IDBA-UD,2777299.0,0.9760690266929829,55.0,0.9944027424116684,0.7950740111623392,3.0,6.0,0.9994206601449825,1.0001148597972347,Enterococcus_faecalis,run3,ENN,0.9993058800742218,Even,Metagenomic,Multiple k-mer De Bruijn graph
681,13.0,0.189475123287055,235316.0,235316.0,0.0,MEGAHIT,2786115.0,0.9791673695575162,31.0,0.99964813362495,0.9932287102684617,1.0,2.0,0.9999899501635791,1.0002121233330283,Enterococcus_faecalis,run3,ENN,0.9997778739486691,Even,Metagenomic,Multiple k-mer De Bruijn graph
682,9.0,0.23480666284294044,238611.0,238611.0,0.0,metaSPAdes,2818677.0,0.9906111354779938,21.0,0.9997454560456104,0.9956634865568084,0.0,0.0,1.0001553920509516,1.0001553920509516,Enterococcus_faecalis,run3,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
683,30.0,0.13570678486479193,88301.0,87934.0,0.0,SKESA,2798023.0,0.9833523816753544,52.0,0.9957455586108757,0.7787690477655407,1.0,1.0,1.0,1.0038552220621488,Enterococcus_faecalis,run3,ENN,0.9961595835959001,Even,Genomic,Multiple k-mer De Bruijn graph
684,10.0,0.1894529822252962,239100.0,239100.0,0.0,SPAdes,2812518.0,0.9884465831070025,21.0,0.9998885136387875,0.9982718894009217,0.0,0.0,1.0001173325824049,1.0001173325824049,Enterococcus_faecalis,run3,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
685,9.0,0.2347711668550414,238501.0,238501.0,0.0,Unicycler,2812762.0,0.9885323357906397,20.0,0.9999945623489943,0.9999146061445623,0.0,0.0,0.9998435701278672,0.9998435701278672,Enterococcus_faecalis,run3,ENN,1.0,Even,Genomic,Multiple k-mer De Bruijn graph
686,112.0,0.027645121094951687,55370.0,54964.0,0.0,GATBMiniaPipeline,4615492.0,0.9685354995998265,199.0,0.9999375567120629,0.9893858984078847,0.0,0.0,1.0012735370357049,1.0012735370357049,Escherichia_coli,run3,ENN,1.0,Even,Metagenomic,Multiple k-mer De Bruijn graph
687,250.0,0.01877667385593841,18743.0,18745.0,0.0,IDBA-UD,4497820.0,0.9438426804358218,449.0,0.9924037812510231,0.32740387982351704,8.0,15.0,1.0086882089545601,1.0218937174008742,Escherichia_coli,run3,ENN,0.9870774149782412,Even,Metagenomic,Multiple k-mer De Bruijn graph
